time,target_idx,range_m,azimuth_deg,deg_error
107.02,3,200.0000,219.5383,-4.4000
107.03,1,282.8427,225.0000,1.2000
107.03,3,200.0000,219.7102,-4.1000
107.04,1,282.8427,225.0000,1.2000
107.04,3,200.0000,219.8821,-3.9000
107.05,1,282.8427,225.0000,1.3000
107.05,3,200.0000,220.0540,-3.6000
107.06,1,282.8427,225.0000,1.4000
107.06,3,200.0000,220.2258,-3.4000
107.07,1,282.8427,225.0000,1.5000
107.07,3,200.0000,220.3977,-3.1000
107.08,1,282.8427,225.0000,1.6000
107.08,3,200.0000,220.5696,-2.9000
107.09,1,282.8427,225.0000,1.6000
107.09,3,200.0000,220.7415,-2.6000
107.1,1,282.8427,225.0000,1.7000
107.1,3,200.0000,220.9134,-2.4000
107.11,1,282.8427,225.0000,1.8000
107.11,3,200.0000,221.0853,-2.1000
107.12,1,282.8427,225.0000,1.9000
107.12,3,200.0000,221.2572,-1.9000
107.13,1,282.8427,225.0000,2.0000
107.13,3,200.0000,221.4291,-1.6000
107.14,1,282.8427,225.0000,2.0000
107.14,3,200.0000,221.6009,-1.4000
107.15,1,282.8427,225.0000,2.1000
107.15,3,200.0000,221.7728,-1.1000
107.16,1,282.8427,225.0000,2.2000
107.16,3,200.0000,221.9447,-0.9000
107.17,1,282.8427,225.0000,2.3000
107.17,3,200.0000,222.1166,-0.6000
107.18,1,282.8427,225.0000,2.4000
107.18,3,200.0000,222.2885,-0.4000
107.19,1,282.8427,225.0000,2.4000
107.19,3,200.0000,222.4604,-0.1000
107.2,1,282.8427,225.0000,2.5000
107.2,3,200.0000,222.6323,0.2000
107.21,1,282.8427,225.0000,2.6000
107.21,3,200.0000,222.8042,0.4000
107.22,1,282.8427,225.0000,2.7000
107.22,3,200.0000,222.9760,0.7000
107.23,1,282.8427,225.0000,2.8000
107.23,3,200.0000,223.1479,0.9000
107.24,1,282.8427,225.0000,2.8000
107.24,3,200.0000,223.3198,1.2000
107.25,1,282.8427,225.0000,2.9000
107.25,3,200.0000,223.4917,1.4000
107.26,1,282.8427,225.0000,3.0000
107.26,3,200.0000,223.6636,1.7000
107.27,1,282.8427,225.0000,3.1000
107.27,3,200.0000,223.8355,1.9000
107.28,1,282.8427,225.0000,3.2000
107.28,3,200.0000,224.0074,2.2000
107.29,1,282.8427,225.0000,3.2000
107.29,3,200.0000,224.1793,2.4000
107.3,1,282.8427,225.0000,3.3000
107.3,3,200.0000,224.3511,2.7000
107.31,1,282.8427,225.0000,3.4000
107.31,3,200.0000,224.5230,2.9000
107.32,1,282.8427,225.0000,3.5000
107.32,3,200.0000,224.6949,3.2000
107.33,1,282.8427,225.0000,3.6000
107.33,3,200.0000,224.8668,3.4000
107.34,1,282.8427,225.0000,3.6000
107.34,3,200.0000,225.0387,3.7000
107.35,1,282.8427,225.0000,3.7000
107.35,3,200.0000,225.2106,3.9000
107.36,1,282.8427,225.0000,3.8000
107.36,3,200.0000,225.3825,4.2000
107.37,1,282.8427,225.0000,3.9000
107.37,3,200.0000,225.5544,4.4000
107.38,1,282.8427,225.0000,4.0000
107.38,3,200.0000,225.7262,4.7000
107.39,1,282.8427,225.0000,4.0000
107.39,3,200.0000,225.8981,4.9000
107.4,1,282.8427,225.0000,4.1000
107.41,1,282.8427,225.0000,4.2000
107.42,1,282.8427,225.0000,4.3000
107.43,1,282.8427,225.0000,4.4000
107.44,1,282.8427,225.0000,4.4000
107.45,1,282.8427,225.0000,4.5000
107.46,1,282.8427,225.0000,4.6000
107.47,1,282.8427,225.0000,4.7000
107.48,1,282.8427,225.0000,4.8000
107.49,1,282.8427,225.0000,4.8000
107.5,1,282.8427,225.0000,4.9000
107.51,1,282.8427,225.0000,5.0000
